 ,Label,Area,Mean,Min,Max,Perim.,Major,Minor,Angle
1990,,255.634,255,255,255,59.082,19.955,16.311,66.665
1991,,185.114,255,255,255,49.665,16.052,14.683,68.669
1992,,564.158,255,255,255,86.014,30.804,23.318,48.303
1993,,114.594,255,255,255,35.330,13.005,11.219,45.000
1994,,564.158,255,255,255,84.274,27.942,25.707,57.172
1995,,572.972,255,255,255,86.014,28.448,25.644,42.738
1996,,546.528,255,255,255,84.274,27.666,25.152,43.598
1997,,502.453,255,255,255,81.815,29.474,21.705,8.891
1998,,264.449,255,255,255,55.603,19.385,17.369,45.001
1999,,238.004,255,255,255,53.864,17.801,17.023,24.444
2000,,229.189,255,255,255,51.404,18.584,15.702,90.000
2001,,370.228,255,255,255,68.200,22.146,21.286,90.000
2002,,431.933,255,255,255,75.877,26.180,21.007,97.753
2003,,317.339,255,255,255,63.280,21.596,18.709,0.732
2004,,431.933,255,255,255,75.877,26.020,21.136,9.263
2005,,449.563,255,255,255,74.138,26.681,21.453,90.000
2006,,352.598,255,255,255,65.740,21.762,20.630,165.703
2007,,334.969,255,255,255,65.740,21.716,19.640,67.949
2008,,220.374,255,255,255,51.404,18.175,15.438,96.132
2009,,696.382,255,255,255,94.411,33.237,26.677,137.617
2010,,431.933,255,255,255,73.417,25.677,21.418,107.352
2011,,414.303,255,255,255,70.659,24.488,21.541,134.998
2012,,528.898,255,255,255,93.691,35.519,18.959,73.701
2013,,361.413,255,255,255,67.479,24.211,19.007,43.634
2014,,440.748,255,255,255,74.138,25.039,22.412,161.751
2015,,758.087,255,255,255,107.008,41.686,23.154,132.582
2016,,334.969,255,255,255,64.001,23.547,18.112,79.162
2017,,590.602,255,255,255,87.753,31.281,24.040,4.736
2018,,255.634,255,255,255,55.603,19.441,16.742,35.450
2019,,669.937,255,255,255,106.287,41.680,20.465,69.912
2020,,370.228,255,255,255,68.200,23.330,20.205,122.658
2021,,379.043,255,255,255,68.200,25.981,18.575,145.771
2022,,299.709,255,255,255,61.541,20.782,18.362,33.222
2023,,440.748,255,255,255,75.877,25.062,22.392,73.424
2024,,326.154,255,255,255,65.740,21.725,19.115,90.000
2025,,731.642,255,255,255,114.685,46.895,19.865,156.009
2026,,414.303,255,255,255,71.678,24.892,21.192,114.656
2027,,264.449,255,255,255,57.342,18.737,17.970,80.588
2028,,238.004,255,255,255,53.144,19.152,15.823,102.492
2029,,299.709,255,255,255,59.802,20.740,18.399,0.000
2030,,273.264,255,255,255,57.342,19.154,18.165,43.266
2031,,352.598,255,255,255,68.200,23.574,19.044,60.329
2032,,379.043,255,255,255,69.939,23.100,20.893,35.546
2033,,528.898,255,255,255,88.473,29.673,22.694,96.278
2034,,555.343,255,255,255,82.535,26.883,26.302,7.741
2035,,687.567,255,255,255,93.691,31.646,27.663,158.352
2036,,343.783,255,255,255,64.001,21.908,19.980,45.002
2037,,141.039,255,255,255,39.528,14.734,12.188,90.000
2038,,493.638,255,255,255,80.076,25.655,24.499,149.201
2039,,608.232,255,255,255,90.933,31.463,24.614,52.966
2040,,202.744,255,255,255,48.945,16.131,16.003,0.000
2041,,202.744,255,255,255,49.665,17.899,14.422,29.428
2042,,449.563,255,255,255,74.138,24.161,23.691,156.731
2043,,528.898,255,255,255,80.076,27.685,24.324,76.252
2044,,617.047,255,255,255,90.212,30.104,26.097,69.658
2045,,185.114,255,255,255,47.206,16.441,14.336,129.608
2046,,238.004,255,255,255,55.603,19.964,15.179,91.530
2047,,334.969,255,255,255,65.020,22.764,18.736,16.383
2048,,572.972,255,255,255,86.734,29.119,25.054,143.143
2049,,282.079,255,255,255,59.802,19.893,18.054,98.835
2050,,370.228,255,255,255,72.398,22.054,21.375,73.363
2051,,299.709,255,255,255,60.821,19.572,19.497,0.000
2052,,370.228,255,255,255,69.218,22.205,21.229,146.537
2053,,405.488,255,255,255,74.138,25.512,20.237,88.843
2054,,431.933,255,255,255,74.138,24.351,22.584,32.020
2055,,370.228,255,255,255,68.200,22.193,21.241,0.000
2056,,634.677,255,255,255,91.952,33.330,24.245,54.811
2057,,440.748,255,255,255,73.417,25.492,22.014,74.753
2058,,493.638,255,255,255,81.815,26.770,23.478,85.994
2059,,414.303,255,255,255,74.138,26.033,20.263,2.371
2060,,423.118,255,255,255,73.417,24.404,22.075,109.994
2061,,784.532,255,255,255,115.405,46.606,21.433,30.725
2062,,581.787,255,255,255,88.473,29.796,24.861,36.907
2063,,625.862,255,255,255,90.212,33.874,23.525,144.277
2064,,379.043,255,255,255,69.939,25.554,18.886,62.712
2065,,537.713,255,255,255,86.734,30.940,22.128,89.732
2066,,334.969,255,255,255,64.001,22.003,19.383,144.057
2067,,431.933,255,255,255,73.417,24.843,22.137,98.168
2068,,273.264,255,255,255,57.342,19.184,18.136,120.964
2069,,158.669,255,255,255,43.007,15.683,12.881,0.000
2070,,537.713,255,255,255,82.535,27.678,24.736,103.468
2071,,652.307,255,255,255,92.672,34.024,24.411,144.697
2072,,396.673,255,255,255,73.417,24.064,20.989,22.244
2073,,423.118,255,255,255,72.398,26.514,20.319,134.999
2074,,617.047,255,255,255,92.672,32.972,23.828,94.350
2075,,581.787,255,255,255,90.212,28.384,26.097,35.879
2076,,493.638,255,255,255,77.616,26.865,23.395,134.998
2077,,379.043,255,255,255,69.939,23.953,20.149,103.418
2078,,387.858,255,255,255,69.939,23.307,21.188,149.743
2079,,511.268,255,255,255,81.815,27.638,23.553,83.698
2080,,193.929,255,255,255,47.206,16.491,14.973,45.000
2081,,370.228,255,255,255,71.678,24.095,19.564,111.476
2082,,423.118,255,255,255,73.417,24.673,21.834,178.904
2083,,405.488,255,255,255,71.678,25.358,20.360,68.343
2084,,317.339,255,255,255,61.541,21.888,18.460,107.029
2085,,555.343,255,255,255,83.554,28.317,24.970,7.234
2086,,370.228,255,255,255,68.200,22.197,21.237,72.350
2087,,564.158,255,255,255,86.734,28.644,25.077,20.620
2088,,255.634,255,255,255,55.603,18.716,17.391,119.350
2089,,634.677,255,255,255,92.672,31.145,25.946,34.645
2090,,493.638,255,255,255,80.076,26.915,23.352,23.062
2091,,493.638,255,255,255,80.076,28.001,22.446,35.707
2092,,379.043,255,255,255,69.939,23.511,20.527,27.757
2093,,352.598,255,255,255,68.200,21.724,20.665,34.380
2094,,414.303,255,255,255,72.398,23.377,22.565,23.314
2095,,361.413,255,255,255,67.479,25.998,17.700,162.788
2096,,493.638,255,255,255,79.355,28.172,22.310,10.848
2097,,158.669,255,255,255,43.727,14.868,13.588,147.995
2098,,423.118,255,255,255,74.138,25.570,21.069,78.585
2099,,176.299,255,255,255,45.466,15.265,14.705,135.000
2100,,387.858,255,255,255,69.939,23.532,20.986,173.192
2101,,238.004,255,255,255,57.342,17.456,17.360,135.000
2102,,396.673,255,255,255,69.939,22.949,22.008,84.183
2103,,572.972,255,255,255,86.014,29.735,24.535,124.081
2104,,449.563,255,255,255,77.616,24.679,23.194,4.204
2105,,423.118,255,255,255,73.417,24.673,21.834,91.096
2106,,379.043,255,255,255,68.200,24.380,19.795,58.983
2107,,317.339,255,255,255,64.001,22.992,17.573,107.791
2108,,193.929,255,255,255,47.206,16.491,14.973,134.999
2109,,334.969,255,255,255,63.280,22.231,19.185,90.000
2110,,405.488,255,255,255,69.939,24.402,21.157,72.738
2111,,176.299,255,255,255,45.466,15.265,14.705,135.000
2112,,564.158,255,255,255,86.014,28.833,24.913,170.746
2113,,317.339,255,255,255,63.280,21.596,18.709,0.732
2114,,185.114,255,255,255,45.466,16.690,14.122,143.864
2115,,449.563,255,255,255,77.616,27.110,21.114,83.370
2116,,379.043,255,255,255,69.218,23.882,20.209,51.042
2117,,493.638,255,255,255,84.274,28.133,22.341,82.108
2118,,423.118,255,255,255,74.138,25.262,21.326,46.350
2119,,643.492,255,255,255,96.150,38.879,21.074,167.802
2120,,193.929,255,255,255,47.206,16.491,14.973,45.000
2121,,290.894,255,255,255,59.082,19.914,18.599,45.000
2122,,220.374,255,255,255,51.404,18.175,15.438,173.868
2123,,625.862,255,255,255,90.212,31.898,24.982,7.229
2124,,255.634,255,255,255,55.603,18.716,17.391,150.650
2125,,431.933,255,255,255,75.877,26.249,20.951,21.906
2126,,352.598,255,255,255,65.740,22.820,19.674,45.000
2127,,793.346,255,255,255,117.144,38.225,26.426,82.080
2128,,590.602,255,255,255,87.753,29.750,25.277,95.781
2129,,70.520,255,255,255,26.932,10.503,8.549,45.000
2130,,343.783,255,255,255,68.200,22.387,19.552,25.097
2131,,572.972,255,255,255,86.014,27.489,26.539,89.853
2132,,387.858,255,255,255,69.939,23.335,21.163,66.947
2133,,282.079,255,255,255,57.342,19.275,18.633,20.608
2134,,431.933,255,255,255,72.398,23.653,23.251,2.425
2135,,617.047,255,255,255,92.672,33.930,23.155,70.332
2136,,141.039,255,255,255,40.547,13.401,13.401,0.000
2137,,220.374,255,255,255,51.404,19.190,14.621,65.028
2138,,317.339,255,255,255,63.280,22.347,18.081,79.771
2139,,387.858,255,255,255,73.417,26.039,18.965,74.494
2140,,467.193,255,255,255,78.336,25.064,23.733,24.140
2141,,458.378,255,255,255,76.597,25.913,22.522,86.352
2142,,431.933,255,255,255,73.417,25.367,21.680,67.500
2143,,449.563,255,255,255,75.877,25.459,22.483,62.841
2144,,405.488,255,255,255,73.417,25.015,20.639,154.255
2145,,590.602,255,255,255,90.212,31.126,24.159,57.167
2146,,511.268,255,255,255,80.076,26.287,24.763,90.000
2147,,555.343,255,255,255,101.070,36.841,19.193,146.081
2148,,775.717,255,255,255,118.585,45.120,21.890,56.757
2149,,326.154,255,255,255,63.280,22.202,18.704,97.795
2150,,520.083,255,255,255,81.815,30.753,21.533,97.451
2151,,387.858,255,255,255,69.939,23.540,20.979,55.951
2152,,290.894,255,255,255,59.082,19.914,18.599,45.000
2153,,423.118,255,255,255,71.678,24.673,21.834,1.096
2154,,387.858,255,255,255,69.939,23.368,21.133,95.502
2155,,546.528,255,255,255,84.274,27.528,25.278,60.229
2156,,625.862,255,255,255,93.691,31.823,25.041,56.261
2157,,476.008,255,255,255,78.336,27.185,22.294,99.834
2158,,714.012,255,255,255,96.150,34.257,26.538,157.884
2159,,317.339,255,255,255,63.280,22.347,18.081,100.229
2160,,343.783,255,255,255,65.020,22.671,19.307,10.730
2161,,361.413,255,255,255,68.200,22.537,20.418,110.245
2162,,687.567,255,255,255,96.871,33.290,26.297,174.700
2163,,273.264,255,255,255,64.001,19.588,17.762,104.096
2164,,634.677,255,255,255,91.952,33.386,24.204,3.091
2165,,458.378,255,255,255,77.616,28.043,20.812,23.285
2166,,317.339,255,255,255,60.522,20.595,19.619,161.565
2167,,572.972,255,255,255,86.014,30.806,23.681,131.361
2168,,264.449,255,255,255,59.802,19.314,17.434,95.253
2169,,643.492,255,255,255,91.952,33.273,24.624,91.769
2170,,634.677,255,255,255,90.933,31.558,25.607,51.184
2171,,176.299,255,255,255,45.466,17.947,12.508,0.000
2172,,484.823,255,255,255,82.535,28.965,21.312,72.896
2173,,449.563,255,255,255,75.877,25.163,22.748,155.286
2174,,722.827,255,255,255,112.946,39.168,23.497,91.121
2175,,405.488,255,255,255,71.678,23.772,21.718,159.399
2176,,379.043,255,255,255,69.939,22.644,21.313,29.368
2177,,370.228,255,255,255,70.659,26.989,17.466,44.497
2178,,528.898,255,255,255,84.274,28.455,23.666,162.613
2179,,114.594,255,255,255,37.069,12.627,11.555,59.036
2180,,308.524,255,255,255,62.262,20.463,19.197,55.219
2181,,229.189,255,255,255,55.603,17.599,16.581,139.995
2182,,572.972,255,255,255,87.753,33.074,22.058,91.876
2183,,264.449,255,255,255,55.603,19.385,17.369,135.000
2184,,379.043,255,255,255,69.939,25.047,19.269,142.572
2185,,370.228,255,255,255,68.200,24.001,19.640,127.649
2186,,334.969,255,255,255,63.280,22.231,19.185,90.000
2187,,229.189,255,255,255,53.144,18.738,15.573,22.538
2188,,396.673,255,255,255,69.939,24.032,21.016,154.407
2189,,370.228,255,255,255,68.200,24.738,19.055,25.787
2190,,440.748,255,255,255,74.138,24.343,23.053,135.000
2191,,308.524,255,255,255,59.802,21.064,18.649,76.356
2192,,202.744,255,255,255,50.386,16.692,15.465,78.690
2193,,290.894,255,255,255,59.802,20.426,18.132,100.794
2194,,396.673,255,255,255,69.218,22.474,22.474,0.000
2195,,431.933,255,255,255,71.678,25.159,21.859,7.768
2196,,334.969,255,255,255,63.280,22.231,19.185,90.000
2197,,334.969,255,255,255,63.280,22.231,19.185,90.000
2198,,246.819,255,255,255,55.603,18.962,16.573,111.748
2199,,476.008,255,255,255,75.877,25.516,23.752,134.997
2200,,387.858,255,255,255,71.678,24.822,19.896,54.332
2201,,405.488,255,255,255,69.939,24.402,21.157,72.738
2202,,634.677,255,255,255,88.473,30.698,26.324,19.072
2203,,405.488,255,255,255,74.138,25.387,20.336,50.008
2204,,220.374,255,255,255,51.404,18.175,15.438,83.868
2205,,405.488,255,255,255,71.678,25.118,20.554,65.269
2206,,379.043,255,255,255,68.200,24.417,19.766,16.226
2207,,405.488,255,255,255,73.417,23.951,21.556,17.858
2208,,193.929,255,255,255,47.206,16.491,14.973,45.000
2209,,423.118,255,255,255,71.678,24.404,22.075,70.006
2210,,722.827,255,255,255,95.430,32.589,28.241,22.435
2211,,299.709,255,255,255,61.541,23.253,16.411,29.639
2212,,387.858,255,255,255,69.939,22.768,21.690,122.663
2213,,299.709,255,255,255,61.541,21.849,17.465,168.879
2214,,502.453,255,255,255,81.815,26.782,23.887,143.703
2215,,714.012,255,255,255,102.088,39.195,23.194,3.030
2216,,608.232,255,255,255,88.473,33.482,23.130,72.581
2217,,290.894,255,255,255,59.802,21.781,17.004,34.070
2218,,290.894,255,255,255,59.082,19.914,18.599,45.000
2219,,317.339,255,255,255,61.541,21.888,18.460,72.971
2220,,581.787,255,255,255,85.293,29.020,25.526,76.119
2221,,299.709,255,255,255,59.802,20.740,18.399,90.000
2222,,387.858,255,255,255,69.939,23.917,20.648,105.402
2223,,255.634,255,255,255,53.864,18.716,17.391,29.350
2224,,299.709,255,255,255,63.280,23.692,16.107,92.590
2225,,546.528,255,255,255,82.535,27.745,25.081,147.594
2226,,731.642,255,255,255,100.349,33.184,28.073,43.938
2227,,476.008,255,255,255,77.616,27.834,21.775,93.374
2228,,405.488,255,255,255,72.398,24.785,20.830,61.379
2229,,758.087,255,255,255,117.144,46.652,20.690,41.478
2230,,343.783,255,255,255,65.740,21.309,20.542,90.000
2231,,343.783,255,255,255,68.200,23.962,18.267,179.054
2232,,652.307,255,255,255,90.933,32.512,25.546,40.064
2233,,599.417,255,255,255,88.473,29.106,26.221,0.000
2234,,246.819,255,255,255,55.603,18.962,16.573,68.252
2235,,537.713,255,255,255,81.815,27.478,24.916,103.261
2236,,229.189,255,255,255,53.144,19.352,15.079,72.892
2237,,617.047,255,255,255,88.473,30.381,25.860,20.254
2238,,282.079,255,255,255,59.082,19.275,18.633,110.608
2239,,255.634,255,255,255,53.864,18.716,17.391,29.350
2240,,290.894,255,255,255,59.802,20.929,17.697,99.053
2241,,423.118,255,255,255,75.877,24.766,21.753,73.454
2242,,343.783,255,255,255,65.020,22.671,19.307,100.730
2243,,264.449,255,255,255,57.342,18.909,17.806,1.728E-13
2244,,343.783,255,255,255,65.740,23.136,18.919,2.235
2245,,731.642,255,255,255,113.666,41.774,22.300,0.258
2246,,493.638,255,255,255,81.815,26.932,23.337,20.113
2247,,282.079,255,255,255,59.802,21.418,16.769,90.000
2248,,423.118,255,255,255,74.138,24.107,22.347,66.772
2249,,299.709,255,255,255,59.802,20.740,18.399,90.000
2250,,687.567,255,255,255,93.691,31.399,27.881,91.411
2251,,572.972,255,255,255,86.014,29.068,25.097,80.871
2252,,617.047,255,255,255,90.212,30.106,26.096,109.166
2253,,414.303,255,255,255,77.616,30.488,17.302,25.709
2254,,387.858,255,255,255,72.398,23.227,21.262,38.927
2255,,731.642,255,255,255,115.405,41.389,22.507,107.116
2256,,405.488,255,255,255,74.138,26.236,19.679,141.513
2257,,229.189,255,255,255,53.144,18.738,15.573,67.462
2258,,290.894,255,255,255,61.541,23.503,15.759,175.841
2259,,440.748,255,255,255,75.156,24.996,22.451,178.121
2260,,299.709,255,255,255,59.802,20.525,18.592,63.435
2261,,361.413,255,255,255,65.740,23.430,19.640,45.001
2262,,528.898,255,255,255,84.274,28.528,23.605,42.181
2263,,476.008,255,255,255,78.336,25.071,24.174,124.054
2264,,317.339,255,255,255,63.280,21.758,18.570,66.081
2265,,141.039,255,255,255,41.268,14.374,12.494,104.872
2266,,361.413,255,255,255,65.740,21.548,21.356,90.000
2267,,167.484,255,255,255,45.466,15.199,14.030,173.736
2268,,449.563,255,255,255,79.355,29.291,19.542,110.425
2269,,370.228,255,255,255,67.479,22.272,21.165,32.178
2270,,334.969,255,255,255,65.740,21.488,19.848,74.207
2271,,317.339,255,255,255,61.541,21.888,18.460,17.029
2272,,431.933,255,255,255,74.138,27.342,20.114,63.618
2273,,749.272,255,255,255,114.685,44.617,21.382,14.516
2274,,361.413,255,255,255,69.939,24.437,18.830,80.880
2275,,352.598,255,255,255,68.200,24.537,18.297,112.865
2276,,449.563,255,255,255,77.616,27.473,20.835,125.377
2277,,282.079,255,255,255,59.082,20.132,17.840,40.037
2278,,167.484,255,255,255,45.466,15.392,13.854,72.504
2279,,634.677,255,255,255,94.411,29.123,27.748,102.498
2280,,255.634,255,255,255,57.342,19.274,16.887,34.872
2281,,370.228,255,255,255,69.939,23.909,19.716,96.140
2282,,449.563,255,255,255,74.138,26.681,21.453,90.000
2283,,255.634,255,255,255,55.603,18.613,17.486,55.305
2284,,352.598,255,255,255,65.740,21.658,20.729,35.723
2285,,423.118,255,255,255,72.398,24.724,21.790,85.238
2286,,334.969,255,255,255,64.001,21.994,19.392,155.347
2287,,282.079,255,255,255,58.063,20.559,17.470,69.706
2288,,273.264,255,255,255,59.802,18.901,18.408,164.745
2289,,590.602,255,255,255,87.753,30.057,25.019,84.841
2290,,511.268,255,255,255,81.815,26.963,24.143,150.657
2291,,669.937,255,255,255,108.026,42.001,20.309,108.227
2292,,449.563,255,255,255,74.138,26.763,21.388,38.458
2293,,317.339,255,255,255,62.262,20.595,19.619,18.435
2294,,299.709,255,255,255,61.541,20.637,18.491,67.557
2295,,687.567,255,255,255,91.952,31.069,28.177,0.000
2296,,564.158,255,255,255,84.274,30.101,23.863,77.153
2297,,405.488,255,255,255,72.398,24.007,21.505,55.949
2298,,625.862,255,255,255,90.212,32.680,24.384,49.904
2299,,220.374,255,255,255,51.404,17.938,15.642,79.130
2300,,431.933,255,255,255,72.398,24.554,22.397,45.002
2301,,317.339,255,255,255,64.001,21.425,18.858,125.300
2302,,484.823,255,255,255,78.336,26.448,23.340,103.033
2303,,290.894,255,255,255,59.802,20.145,18.385,100.763
2304,,308.524,255,255,255,61.541,21.615,18.174,98.472
2305,,502.453,255,255,255,81.815,28.870,22.160,173.715
2306,,458.378,255,255,255,76.597,26.347,22.152,90.000
2307,,731.642,255,255,255,98.610,34.365,27.108,49.924
2308,,361.413,255,255,255,67.479,24.442,18.827,48.505
2309,,326.154,255,255,255,63.280,22.697,18.296,67.116
2310,,502.453,255,255,255,81.815,29.954,21.358,89.851
2311,,476.008,255,255,255,75.877,25.516,23.752,134.997
2312,,528.898,255,255,255,81.815,27.276,24.689,166.056
2313,,211.559,255,255,255,51.404,17.277,15.591,75.637
2314,,379.043,255,255,255,71.678,23.676,20.384,111.196
2315,,714.012,255,255,255,96.150,32.515,27.960,109.120
2316,,458.378,255,255,255,75.877,25.264,23.101,27.409
2317,,352.598,255,255,255,65.740,21.762,20.630,75.703
2318,,361.413,255,255,255,69.218,25.170,18.282,19.528
2319,,255.634,255,255,255,55.603,18.716,17.391,119.350
2320,,502.453,255,255,255,80.076,29.518,21.673,88.937
2321,,493.638,255,255,255,81.815,26.545,23.678,151.621
2322,,264.449,255,255,255,58.063,20.271,16.611,62.596
2323,,537.713,255,255,255,84.274,28.411,24.098,175.024
2324,,502.453,255,255,255,80.076,27.840,22.979,142.208
2325,,731.642,255,255,255,99.629,37.870,24.599,97.253
2326,,687.567,255,255,255,91.952,31.069,28.177,0.000
2327,,273.264,255,255,255,62.262,19.682,17.677,79.835
2328,,572.972,255,255,255,86.014,27.966,26.086,72.216
2329,,625.862,255,255,255,90.212,33.124,24.057,90.309
2330,,387.858,255,255,255,70.958,25.721,19.200,91.111
2331,,590.602,255,255,255,86.014,27.900,26.952,0.000
2332,,431.933,255,255,255,75.877,25.034,21.968,115.873
2333,,414.303,255,255,255,72.398,24.676,21.377,31.812
2334,,343.783,255,255,255,65.740,21.691,20.179,35.212
2335,,608.232,255,255,255,95.132,38.251,20.246,39.664
2336,,387.858,255,255,255,71.678,22.748,21.709,34.681
2337,,696.382,255,255,255,96.150,33.865,26.182,71.313
2338,,414.303,255,255,255,75.877,25.962,20.318,81.832
2339,,255.634,255,255,255,60.522,19.175,16.974,117.061
2340,,590.602,255,255,255,88.473,31.711,23.713,27.109
2341,,590.602,255,255,255,92.672,36.089,20.837,29.204
2342,,396.673,255,255,255,69.939,24.057,20.995,53.331
2343,,678.752,255,255,255,102.809,39.978,21.617,122.280
2344,,290.894,255,255,255,61.541,22.507,16.456,109.306
2345,,625.862,255,255,255,94.411,33.639,23.689,55.986
2346,,423.118,255,255,255,74.138,24.836,21.691,47.510
2347,,476.008,255,255,255,75.877,26.372,22.981,37.467
2348,,317.339,255,255,255,61.541,21.888,18.460,107.029
2349,,476.008,255,255,255,77.616,25.358,23.901,37.687
2350,,264.449,255,255,255,56.324,19.188,17.548,55.633
2351,,511.268,255,255,255,81.815,29.346,22.182,62.912
2352,,537.713,255,255,255,84.274,27.263,25.112,60.993
2353,,370.228,255,255,255,67.479,23.012,20.485,127.487
2354,,176.299,255,255,255,47.206,16.009,14.021,69.872
2355,,317.339,255,255,255,63.280,23.928,16.886,32.746
2356,,467.193,255,255,255,75.877,25.647,23.194,39.285
2357,,202.744,255,255,255,48.945,16.131,16.003,0.000
2358,,132.224,255,255,255,39.528,13.777,12.220,75.964
2359,Mean,410.419,255,255,255,71.475,24.724,20.482,78.335
2360,SD,149.812,0,0,0,15.311,5.730,3.744,47.207
2361,Min,52.890,255,255,255,22.733,9.164,6.101,0.000
2362,Max,793.346,255,255,255,122.362,48.124,30.708,180.000
