 ,Label,Area,Mean,Min,Max,Perim.,Major,Minor,Angle
1525,,678.752,255,255,255,94.411,32.565,26.538,9.121
1526,,564.158,255,255,255,86.014,30.975,23.190,73.702
1527,,308.524,255,255,255,62.262,22.573,17.403,85.790
1528,,246.819,255,255,255,56.324,18.817,16.701,17.393
1529,,387.858,255,255,255,71.678,24.377,20.258,26.182
1530,,625.862,255,255,255,90.212,30.599,26.043,73.170
1531,,211.559,255,255,255,52.125,17.650,15.262,113.339
1532,,484.823,255,255,255,77.616,27.846,22.168,90.000
1533,,458.378,255,255,255,78.336,28.237,20.669,126.985
1534,,387.858,255,255,255,70.659,22.968,21.501,127.741
1535,,361.413,255,255,255,68.200,22.468,20.481,51.383
1536,,273.264,255,255,255,57.342,18.964,18.347,45.004
1537,,238.004,255,255,255,58.063,19.881,15.243,66.682
1538,,722.827,255,255,255,101.070,36.644,25.115,35.630
1539,,387.858,255,255,255,72.398,26.087,18.930,97.917
1540,,511.268,255,255,255,81.815,28.293,23.008,105.623
1541,,652.307,255,255,255,90.212,29.321,28.325,90.000
1542,,308.524,255,255,255,62.262,22.460,17.490,50.560
1543,,387.858,255,255,255,71.678,24.731,19.968,96.237
1544,,370.228,255,255,255,67.479,24.984,18.868,81.351
1545,,520.083,255,255,255,81.815,27.863,23.766,107.486
1546,,405.488,255,255,255,71.678,23.534,21.938,83.507
1547,,343.783,255,255,255,64.001,23.642,18.514,134.999
1548,,308.524,255,255,255,61.541,21.064,18.649,13.644
1549,,423.118,255,255,255,73.417,25.036,21.518,179.874
1550,,564.158,255,255,255,86.734,30.483,23.564,174.753
1551,,652.307,255,255,255,94.411,31.942,26.001,10.653
1552,,255.634,255,255,255,57.342,18.600,17.499,59.324
1553,,643.492,255,255,255,90.212,29.222,28.037,167.936
1554,,493.638,255,255,255,77.616,26.865,23.395,45.002
1555,,581.787,255,255,255,88.473,29.691,24.949,31.986
1556,,652.307,255,255,255,91.952,31.292,26.542,63.438
1557,,590.602,255,255,255,86.014,28.909,26.012,133.120
1558,,273.264,255,255,255,59.802,22.770,15.280,167.683
1559,,326.154,255,255,255,64.001,23.421,17.731,84.104
1560,,282.079,255,255,255,59.082,20.131,17.841,141.782
1561,,511.268,255,255,255,80.076,26.859,24.236,0.849
1562,,449.563,255,255,255,74.138,24.579,23.288,28.552
1563,,476.008,255,255,255,76.597,25.633,23.645,69.962
1564,,326.154,255,255,255,63.280,22.605,18.371,114.053
1565,,202.744,255,255,255,49.665,17.794,14.507,76.534
1566,,528.898,255,255,255,81.815,27.929,24.112,101.782
1567,,238.004,255,255,255,53.864,17.911,16.919,56.477
1568,,290.894,255,255,255,60.522,21.038,17.605,0.000
1569,,352.598,255,255,255,66.460,22.077,20.336,99.310
1570,,625.862,255,255,255,88.473,29.708,26.824,173.776
1571,,361.413,255,255,255,68.200,21.724,21.183,40.935
1572,,749.272,255,255,255,97.890,33.812,28.215,5.562
1573,,114.594,255,255,255,35.330,13.005,11.219,135.000
1574,,696.382,255,255,255,105.268,39.488,22.454,63.357
1575,,528.898,255,255,255,81.815,28.456,23.665,70.551
1576,,687.567,255,255,255,102.809,38.064,22.999,110.581
1577,,431.933,255,255,255,75.877,28.150,19.537,77.605
1578,,255.634,255,255,255,57.342,21.300,15.281,79.170
1579,,308.524,255,255,255,64.001,23.936,16.411,105.276
1580,,176.299,255,255,255,47.206,16.171,13.882,20.910
1581,,326.154,255,255,255,66.460,22.037,18.844,65.683
1582,,564.158,255,255,255,86.734,28.468,25.232,178.282
1583,,361.413,255,255,255,69.939,24.607,18.700,55.102
1584,,528.898,255,255,255,82.535,26.701,25.221,75.825
1585,,617.047,255,255,255,88.473,29.134,26.967,104.346
1586,,290.894,255,255,255,59.082,19.914,18.599,45.000
1587,,449.563,255,255,255,75.877,25.268,22.653,62.075
1588,,396.673,255,255,255,73.417,26.313,19.194,171.288
1589,,617.047,255,255,255,89.194,32.657,24.058,126.875
1590,,696.382,255,255,255,96.150,32.998,26.870,7.335
1591,,625.862,255,255,255,88.473,29.685,26.845,83.097
1592,,352.598,255,255,255,68.200,23.059,19.469,122.593
1593,,290.894,255,255,255,59.802,21.183,17.485,28.577
1594,,282.079,255,255,255,61.541,21.201,16.941,177.182
1595,,370.228,255,255,255,67.479,23.012,20.485,37.487
1596,,546.528,255,255,255,81.815,28.910,24.070,159.542
1597,,264.449,255,255,255,58.063,20.777,16.206,102.809
1598,,502.453,255,255,255,80.076,25.840,24.758,86.781
1599,,132.224,255,255,255,38.808,13.833,12.171,45.001
1600,,264.449,255,255,255,55.603,19.385,17.369,135.000
1601,,581.787,255,255,255,87.753,30.988,23.905,94.515
1602,,449.563,255,255,255,75.877,24.579,23.288,28.552
1603,,405.488,255,255,255,71.678,24.867,20.762,78.884
1604,,555.343,255,255,255,86.014,29.170,24.240,28.367
1605,,458.378,255,255,255,78.336,24.831,23.504,3.565
1606,,220.374,255,255,255,51.404,18.577,15.104,98.536
1607,,484.823,255,255,255,77.616,25.203,24.493,30.256
1608,,458.378,255,255,255,77.616,25.791,22.629,45.002
1609,,326.154,255,255,255,62.262,20.378,20.378,0.000
1610,,264.449,255,255,255,57.342,20.457,16.460,37.323
1611,,564.158,255,255,255,95.430,38.886,18.472,11.603
1612,,229.189,255,255,255,51.404,18.584,15.702,90.000
1613,,467.193,255,255,255,77.616,28.419,20.931,70.811
1614,,273.264,255,255,255,60.522,18.690,18.615,63.435
1615,,370.228,255,255,255,67.479,24.984,18.868,98.649
1616,,793.346,255,255,255,104.548,37.019,27.287,9.541
1617,,361.413,255,255,255,68.200,21.724,21.183,49.065
1618,,414.303,255,255,255,71.678,23.970,22.007,97.240
1619,,599.417,255,255,255,86.014,30.475,25.044,88.454
1620,,317.339,255,255,255,61.541,21.888,18.460,72.971
1621,,608.232,255,255,255,90.212,31.574,24.527,63.083
1622,,476.008,255,255,255,77.616,26.372,22.981,52.533
1623,,493.638,255,255,255,83.256,27.134,23.164,116.125
1624,,361.413,255,255,255,68.200,23.077,19.941,75.063
1625,,431.933,255,255,255,74.138,25.622,21.464,58.139
1626,,458.378,255,255,255,78.336,26.359,22.142,80.620
1627,,326.154,255,255,255,61.541,21.752,19.091,99.268
1628,,414.303,255,255,255,71.678,25.142,20.981,20.584
1629,,141.039,255,255,255,43.727,15.432,11.636,69.301
1630,,326.154,255,255,255,64.001,22.062,18.823,46.742
1631,,405.488,255,255,255,71.678,23.802,21.691,161.488
1632,,431.933,255,255,255,74.138,25.275,21.758,49.754
1633,,334.969,255,255,255,65.740,23.343,18.271,106.702
1634,,379.043,255,255,255,69.218,25.001,19.304,93.933
1635,,379.043,255,255,255,71.678,25.777,18.723,70.038
1636,,652.307,255,255,255,92.672,30.038,27.649,34.409
1637,,326.154,255,255,255,65.020,21.577,19.246,73.806
1638,,379.043,255,255,255,67.479,22.912,21.064,45.002
1639,,352.598,255,255,255,66.460,22.788,19.701,2.407
1640,,546.528,255,255,255,83.554,27.970,24.879,13.554
1641,,334.969,255,255,255,64.001,23.393,18.232,69.594
1642,,431.933,255,255,255,74.138,26.385,20.843,98.262
1643,,476.008,255,255,255,78.336,28.460,21.295,54.726
1644,,229.189,255,255,255,51.404,18.584,15.702,90.000
1645,,652.307,255,255,255,101.070,42.396,19.590,126.416
1646,,308.524,255,255,255,62.262,21.653,18.142,147.484
1647,,343.783,255,255,255,67.479,23.733,18.444,47.438
1648,,361.413,255,255,255,65.740,24.360,18.890,101.985
1649,,220.374,255,255,255,53.144,17.750,15.808,23.581
1650,,634.677,255,255,255,90.212,29.908,27.019,13.316
1651,,572.972,255,255,255,86.014,27.589,26.443,144.161
1652,,546.528,255,255,255,84.274,28.134,24.734,55.570
1653,,105.780,255,255,255,35.330,12.363,10.894,19.805
1654,,264.449,255,255,255,58.063,24.069,13.990,180.000
1655,,202.744,255,255,255,49.665,17.092,15.103,69.298
1656,,546.528,255,255,255,86.014,27.720,25.103,39.054
1657,,246.819,255,255,255,53.864,18.895,16.632,31.551
1658,,546.528,255,255,255,86.014,30.780,22.608,97.461
1659,,740.457,255,255,255,96.871,33.894,27.815,56.028
1660,,282.079,255,255,255,57.342,18.951,18.951,0.000
1661,,370.228,255,255,255,68.200,23.046,20.454,76.300
1662,,449.563,255,255,255,76.597,27.067,21.148,30.345
1663,,440.748,255,255,255,74.138,26.125,21.480,49.319
1664,,440.748,255,255,255,75.877,26.320,21.321,164.329
1665,,308.524,255,255,255,61.541,21.161,18.564,78.057
1666,,572.972,255,255,255,86.014,28.104,25.958,63.856
1667,,264.449,255,255,255,55.603,19.385,17.369,45.001
1668,,334.969,255,255,255,64.001,23.514,18.138,79.642
1669,,185.114,255,255,255,45.466,15.352,15.352,0.000
1670,,528.898,255,255,255,83.554,28.415,23.699,35.581
1671,,238.004,255,255,255,53.864,17.801,17.023,24.444
1672,,564.158,255,255,255,84.274,28.302,25.380,134.997
1673,,467.193,255,255,255,75.877,25.050,23.747,160.490
1674,,387.858,255,255,255,72.398,25.526,19.346,43.041
1675,,467.193,255,255,255,77.616,26.247,22.663,133.890
1676,,528.898,255,255,255,82.535,26.240,25.664,35.049
1677,,476.008,255,255,255,77.616,26.372,22.981,52.533
1678,,352.598,255,255,255,66.460,23.139,19.402,121.097
1679,,440.748,255,255,255,75.877,26.967,20.810,36.761
1680,,423.118,255,255,255,74.138,23.921,22.521,24.026
1681,,193.929,255,255,255,47.206,16.491,14.973,45.000
1682,,361.413,255,255,255,68.200,23.529,19.558,53.984
1683,,458.378,255,255,255,77.616,27.418,21.286,53.401
1684,,264.449,255,255,255,55.603,19.385,17.369,45.001
1685,,361.413,255,255,255,68.200,25.236,18.235,51.548
1686,,476.008,255,255,255,79.057,26.861,22.563,57.198
1687,,678.752,255,255,255,107.008,39.346,21.965,169.439
1688,,334.969,255,255,255,64.721,21.338,19.988,20.706
1689,,608.232,255,255,255,88.473,32.371,23.924,142.709
1690,,317.339,255,255,255,63.280,22.888,17.654,26.036
1691,,246.819,255,255,255,55.603,18.290,17.182,85.935
1692,,282.079,255,255,255,59.802,21.026,17.081,34.710
1693,,317.339,255,255,255,63.280,21.758,18.570,23.919
1694,,643.492,255,255,255,101.368,40.193,20.385,74.841
1695,,502.453,255,255,255,80.076,29.684,21.552,125.753
1696,,220.374,255,255,255,52.125,17.772,15.788,27.948
1697,,423.118,255,255,255,74.138,25.404,21.207,99.318
1698,,370.228,255,255,255,67.479,22.272,21.165,122.178
1699,,326.154,255,255,255,63.280,22.202,18.704,82.205
1700,,414.303,255,255,255,71.678,24.316,21.693,99.123
1701,,484.823,255,255,255,79.355,25.515,24.194,105.031
1702,,334.969,255,255,255,65.740,21.409,19.922,95.168
1703,,229.189,255,255,255,51.404,18.584,15.702,90.000
1704,,317.339,255,255,255,69.939,22.958,17.599,146.454
1705,,590.602,255,255,255,90.212,33.519,22.434,51.779
1706,,722.827,255,255,255,96.150,32.817,28.045,100.705
1707,,696.382,255,255,255,104.548,41.698,21.264,10.130
1708,,387.858,255,255,255,69.939,23.335,21.163,156.947
1709,,193.929,255,255,255,47.206,16.491,14.973,45.000
1710,,79.335,255,255,255,28.671,10.050,10.050,0.000
1711,,326.154,255,255,255,65.740,20.754,20.009,3.985
1712,,564.158,255,255,255,83.554,29.131,24.658,113.968
1713,,528.898,255,255,255,84.274,28.455,23.666,72.613
1714,,440.748,255,255,255,76.597,25.952,21.624,59.709
1715,,361.413,255,255,255,67.479,22.380,20.561,150.564
1716,,440.748,255,255,255,73.417,25.492,22.014,74.753
1717,,193.929,255,255,255,47.206,16.491,14.973,45.000
1718,,449.563,255,255,255,74.138,24.085,23.766,135.000
1719,,581.787,255,255,255,86.014,28.033,26.425,106.160
1720,,617.047,255,255,255,88.473,29.555,26.583,9.840
1721,,493.638,255,255,255,84.274,31.843,19.738,24.811
1722,,123.409,255,255,255,37.069,12.659,12.412,90.000
1723,,282.079,255,255,255,59.082,19.275,18.633,69.392
1724,,273.264,255,255,255,59.802,19.913,17.472,83.716
1725,,449.563,255,255,255,75.877,24.498,23.365,25.626
1726,,326.154,255,255,255,62.262,21.702,19.135,24.257
1727,,396.673,255,255,255,69.939,24.032,21.016,25.593
1728,,326.154,255,255,255,68.200,24.796,16.747,68.281
1729,,273.264,255,255,255,59.082,19.472,17.868,119.055
1730,,476.008,255,255,255,78.336,29.373,20.634,144.151
1731,,431.933,255,255,255,74.138,25.292,21.744,149.039
1732,,299.709,255,255,255,59.802,22.345,17.078,158.512
1733,,290.894,255,255,255,59.802,21.481,17.242,67.563
1734,,290.894,255,255,255,59.082,19.914,18.599,45.000
1735,,687.567,255,255,255,110.486,45.410,19.279,76.062
1736,,361.413,255,255,255,68.200,24.160,19.047,34.665
1737,,696.382,255,255,255,94.411,30.989,28.613,128.241
1738,,449.563,255,255,255,74.138,24.350,23.507,113.199
1739,,625.862,255,255,255,88.473,30.317,26.284,119.587
1740,,511.268,255,255,255,80.076,27.828,23.392,33.616
1741,,229.189,255,255,255,53.864,18.780,15.538,54.868
1742,,520.083,255,255,255,82.535,27.506,24.074,37.779
1743,,176.299,255,255,255,46.485,16.751,13.401,90.000
1744,,282.079,255,255,255,59.082,22.353,16.067,95.984
1745,,449.563,255,255,255,74.138,24.085,23.766,45.018
1746,,290.894,255,255,255,61.541,19.730,18.772,21.949
1747,,440.748,255,255,255,75.877,25.634,21.892,8.391
1748,,740.457,255,255,255,109.766,43.556,21.645,77.233
1749,,273.264,255,255,255,57.342,18.964,18.347,45.004
1750,,705.197,255,255,255,108.026,43.114,20.826,70.043
1751,,599.417,255,255,255,87.753,28.779,26.519,50.998
1752,,326.154,255,255,255,64.001,22.801,18.213,104.686
1753,,643.492,255,255,255,100.349,39.418,20.786,113.451
1754,,590.602,255,255,255,86.014,30.637,24.545,99.832
1755,,652.307,255,255,255,90.933,29.511,28.144,57.829
1756,,564.158,255,255,255,86.014,28.544,25.165,66.920
1757,,467.193,255,255,255,75.877,25.530,23.300,2.698
1758,,290.894,255,255,255,59.802,20.311,18.235,77.121
1759,,290.894,255,255,255,61.541,20.774,17.829,63.270
1760,,608.232,255,255,255,88.473,33.737,22.955,110.180
1761,,617.047,255,255,255,88.473,30.916,25.412,148.468
1762,,343.783,255,255,255,65.740,21.899,19.989,90.000
1763,,352.598,255,255,255,67.479,25.106,17.882,113.721
1764,,652.307,255,255,255,91.952,33.204,25.013,95.285
1765,,185.114,255,255,255,47.206,15.820,14.899,110.301
1766,,458.378,255,255,255,76.597,25.275,23.091,23.145
1767,,590.602,255,255,255,88.473,29.566,25.434,117.935
1768,,431.933,255,255,255,74.138,27.281,20.159,46.471
1769,,440.748,255,255,255,73.417,25.473,22.030,165.325
1770,,590.602,255,255,255,86.014,31.096,24.183,105.353
1771,,193.929,255,255,255,48.945,16.354,15.098,22.357
1772,,476.008,255,255,255,81.815,28.356,21.374,101.012
1773,,431.933,255,255,255,75.877,26.420,20.816,56.528
1774,,290.894,255,255,255,59.802,20.811,17.797,96.868
1775,,176.299,255,255,255,45.466,15.591,14.398,116.565
1776,,273.264,255,255,255,59.802,20.652,16.848,72.086
1777,,387.858,255,255,255,69.939,23.335,21.163,156.947
1778,,326.154,255,255,255,63.280,21.752,19.091,9.268
1779,,334.969,255,255,255,65.740,21.439,19.894,75.265
1780,,431.933,255,255,255,73.417,25.677,21.418,72.648
1781,,273.264,255,255,255,57.342,18.964,18.347,45.004
1782,,608.232,255,255,255,102.809,41.284,18.758,72.008
1783,,758.087,255,255,255,98.610,34.438,28.028,57.901
1784,,405.488,255,255,255,70.958,23.309,22.149,45.000
1785,,343.783,255,255,255,65.740,24.295,18.017,86.830
1786,,282.079,255,255,255,59.802,20.071,17.894,108.574
1787,,458.378,255,255,255,75.877,26.713,21.848,47.544
1788,,220.374,255,255,255,51.404,17.938,15.642,10.870
1789,,361.413,255,255,255,67.479,24.773,18.575,85.806
1790,,343.783,255,255,255,68.200,22.630,19.343,135.000
1791,,211.559,255,255,255,51.404,17.277,15.591,75.637
1792,,731.642,255,255,255,103.529,39.709,23.460,59.943
1793,,467.193,255,255,255,75.877,24.883,23.905,54.462
1794,,572.972,255,255,255,88.473,30.130,24.213,97.614
1795,,246.819,255,255,255,53.864,17.886,17.570,90.000
1796,,502.453,255,255,255,80.076,28.013,22.838,58.050
1797,,652.307,255,255,255,94.411,30.195,27.506,73.601
1798,,52.890,255,255,255,22.733,10.050,6.700,90.000
1799,,282.079,255,255,255,61.541,23.639,15.193,63.123
1800,,343.783,255,255,255,64.001,23.958,18.270,74.306
1801,,334.969,255,255,255,65.740,21.488,19.848,74.207
1802,,211.559,255,255,255,51.404,18.479,14.577,0.000
1803,,476.008,255,255,255,81.094,32.080,18.892,97.470
1804,,88.150,255,255,255,31.131,11.776,9.531,0.000
1805,,238.004,255,255,255,53.144,19.152,15.823,12.492
1806,,546.528,255,255,255,84.274,29.425,23.649,53.455
1807,,202.744,255,255,255,48.945,16.131,16.003,0.000
1808,,352.598,255,255,255,65.740,22.712,19.767,49.085
1809,,484.823,255,255,255,78.336,26.360,23.418,173.669
1810,,511.268,255,255,255,81.815,26.903,24.197,174.071
1811,,449.563,255,255,255,75.877,26.194,21.852,11.951
1812,,581.787,255,255,255,86.734,28.023,26.434,100.873
1813,,396.673,255,255,255,73.417,23.619,21.384,23.345
1814,,361.413,255,255,255,67.479,24.662,18.659,85.853
1815,,652.307,255,255,255,93.691,32.260,25.745,62.620
1816,,238.004,255,255,255,55.603,19.655,15.418,48.527
1817,,449.563,255,255,255,77.318,29.599,19.339,143.726
1818,,167.484,255,255,255,43.727,15.738,13.550,45.001
1819,,229.189,255,255,255,51.404,18.584,15.702,90.000
1820,,555.343,255,255,255,84.274,28.151,25.118,62.104
1821,,379.043,255,255,255,68.200,24.521,19.681,151.607
1822,,493.638,255,255,255,82.535,25.820,24.342,25.814
1823,,326.154,255,255,255,63.280,21.752,19.091,170.732
1824,,581.787,255,255,255,88.473,31.326,23.647,34.488
1825,,202.744,255,255,255,48.945,16.131,16.003,0.000
1826,,431.933,255,255,255,76.597,28.410,19.357,123.998
1827,,379.043,255,255,255,69.218,25.431,18.977,94.135
1828,,317.339,255,255,255,61.541,21.888,18.460,72.971
1829,,546.528,255,255,255,86.014,31.887,21.823,38.296
1830,,149.854,255,255,255,41.268,15.525,12.290,164.828
1831,,520.083,255,255,255,82.535,29.179,22.694,93.680
1832,,564.158,255,255,255,86.014,30.919,23.232,50.594
1833,,502.453,255,255,255,79.355,25.780,24.815,34.230
1834,,546.528,255,255,255,81.815,28.110,24.755,74.353
1835,,282.079,255,255,255,61.541,20.782,17.282,55.278
1836,,343.783,255,255,255,67.479,22.813,19.187,113.029
1837,,572.972,255,255,255,86.014,28.163,25.904,12.282
1838,,572.972,255,255,255,87.753,31.643,23.055,85.125
1839,,282.079,255,255,255,61.541,21.126,17.000,28.577
1840,,502.453,255,255,255,81.815,29.573,21.633,82.211
1841,,317.339,255,255,255,63.280,22.888,17.654,26.036
1842,,405.488,255,255,255,69.939,24.402,21.157,107.262
1843,,352.598,255,255,255,65.740,21.658,20.729,35.723
1844,,387.858,255,255,255,69.939,26.645,18.534,83.601
1845,,379.043,255,255,255,68.200,24.520,19.683,59.947
1846,,520.083,255,255,255,81.815,28.522,23.217,112.612
1847,,334.969,255,255,255,65.740,21.439,19.894,75.265
1848,,493.638,255,255,255,81.815,29.241,21.495,174.109
1849,,264.449,255,255,255,57.342,19.702,17.090,35.740
1850,,326.154,255,255,255,65.740,20.960,19.812,171.431
1851,,317.339,255,255,255,64.001,21.393,18.887,127.723
1852,,317.339,255,255,255,61.541,21.888,18.460,72.971
1853,,476.008,255,255,255,77.616,24.830,24.408,72.719
1854,,238.004,255,255,255,53.864,17.911,16.919,123.523
1855,,617.047,255,255,255,88.473,32.682,24.040,80.677
1856,,273.264,255,255,255,57.342,18.964,18.347,45.004
1857,,246.819,255,255,255,53.864,18.962,16.573,158.252
1858,,379.043,255,255,255,69.939,26.372,18.300,30.414
1859,,634.677,255,255,255,90.933,31.784,25.424,52.182
1860,,669.937,255,255,255,93.691,34.135,24.989,98.743
1861,,317.339,255,255,255,65.740,20.507,19.703,143.332
1862,,299.709,255,255,255,61.541,20.525,18.592,153.435
1863,,405.488,255,255,255,69.939,24.402,21.157,72.738
1864,,185.114,255,255,255,45.466,15.352,15.352,0.000
1865,,766.902,255,255,255,114.685,43.327,22.537,158.714
1866,,317.339,255,255,255,61.541,21.888,18.460,72.971
1867,,590.602,255,255,255,86.734,29.516,25.477,178.116
1868,,617.047,255,255,255,103.828,39.362,19.959,125.504
1869,,229.189,255,255,255,53.864,17.855,16.343,45.001
1870,,255.634,255,255,255,56.324,18.574,17.524,78.690
1871,,476.008,255,255,255,77.616,25.444,23.820,121.915
1872,,431.933,255,255,255,74.138,24.473,22.472,57.765
1873,,678.752,255,255,255,94.411,34.148,25.308,110.055
1874,,467.193,255,255,255,75.877,25.639,23.201,127.768
1875,,449.563,255,255,255,77.616,26.776,21.378,43.852
1876,,458.378,255,255,255,75.877,25.264,23.101,27.409
1877,,705.197,255,255,255,96.150,33.641,26.690,126.370
1878,,308.524,255,255,255,61.541,22.023,17.837,173.384
1879,,564.158,255,255,255,85.293,28.315,25.368,162.811
1880,,405.488,255,255,255,74.138,23.894,21.607,86.278
1881,,414.303,255,255,255,73.417,25.104,21.013,108.007
1882,,405.488,255,255,255,71.678,25.341,20.373,66.580
1883,,273.264,255,255,255,59.802,21.389,16.267,53.342
1884,,352.598,255,255,255,68.200,23.185,19.363,116.607
1885,,273.264,255,255,255,59.802,22.722,15.313,114.255
1886,,379.043,255,255,255,69.939,23.146,20.851,78.019
1887,,229.189,255,255,255,53.864,17.757,16.434,30.128
1888,,467.193,255,255,255,80.076,25.147,23.655,141.854
1889,,476.008,255,255,255,79.355,26.979,22.465,54.826
1890,,290.894,255,255,255,61.541,19.730,18.772,158.051
1891,,396.673,255,255,255,71.678,24.094,20.962,89.756
1892,,361.413,255,255,255,66.460,22.295,20.640,167.364
1893,,493.638,255,255,255,80.076,27.427,22.916,60.354
1894,,511.268,255,255,255,80.076,26.501,24.564,72.191
1895,,352.598,255,255,255,68.200,22.519,19.936,84.166
1896,,687.567,255,255,255,100.349,37.699,23.221,141.025
1897,,326.154,255,255,255,65.740,21.792,19.056,92.265
1898,,396.673,255,255,255,72.398,26.236,19.251,41.248
1899,,299.709,255,255,255,59.802,20.740,18.399,90.000
1900,,643.492,255,255,255,92.672,34.457,23.778,25.080
1901,,440.748,255,255,255,77.616,24.000,23.382,70.587
1902,,617.047,255,255,255,87.753,29.190,26.915,49.922
1903,,467.193,255,255,255,75.877,25.647,23.194,50.715
1904,,290.894,255,255,255,58.063,21.183,17.485,61.423
1905,,572.972,255,255,255,86.014,29.366,24.842,56.593
1906,,414.303,255,255,255,73.417,25.508,20.680,74.562
1907,,423.118,255,255,255,74.138,26.063,20.671,87.650
1908,,308.524,255,255,255,62.262,22.460,17.490,129.440
1909,,105.780,255,255,255,35.330,12.363,10.894,109.805
1910,,334.969,255,255,255,64.001,21.216,20.102,56.310
1911,,229.189,255,255,255,54.883,19.398,15.044,90.000
1912,,308.524,255,255,255,61.541,21.721,18.085,25.252
1913,,749.272,255,255,255,102.088,36.756,25.955,5.206
1914,,361.413,255,255,255,69.939,23.226,19.813,12.927
1915,,617.047,255,255,255,88.473,30.921,25.408,62.619
1916,,193.929,255,255,255,47.206,16.491,14.973,134.999
1917,,185.114,255,255,255,49.665,17.578,13.408,58.886
1918,,282.079,255,255,255,59.802,21.242,16.908,36.103
1919,,758.087,255,255,255,99.629,32.256,29.924,41.406
1920,,440.748,255,255,255,75.877,25.535,21.977,64.372
1921,,88.150,255,255,255,32.870,11.776,9.531,90.000
1922,,343.783,255,255,255,68.200,21.808,20.071,47.968
1923,,211.559,255,255,255,49.665,18.143,14.847,70.395
1924,,405.488,255,255,255,70.659,24.504,21.069,24.564
1925,,528.898,255,255,255,82.535,28.667,23.491,24.420
1926,,317.339,255,255,255,61.541,21.888,18.460,162.971
1927,,634.677,255,255,255,90.212,30.592,26.415,32.130
1928,,458.378,255,255,255,80.076,25.503,22.885,60.541
1929,,484.823,255,255,255,80.076,26.750,23.077,101.381
1930,,352.598,255,255,255,69.939,23.565,19.051,18.213
1931,,299.709,255,255,255,59.802,20.882,18.274,113.962
1932,,317.339,255,255,255,64.001,20.700,19.519,53.435
1933,,264.449,255,255,255,58.063,20.777,16.206,12.809
1934,,564.158,255,255,255,86.014,27.610,26.016,77.797
1935,,264.449,255,255,255,55.603,19.385,17.369,45.001
1936,,555.343,255,255,255,84.274,27.765,25.467,66.228
1937,,387.858,255,255,255,69.939,23.844,20.711,130.480
1938,,617.047,255,255,255,88.473,30.281,25.945,114.906
1939,,467.193,255,255,255,76.597,26.422,22.514,164.713
1940,,431.933,255,255,255,75.877,25.568,21.509,61.056
1941,,211.559,255,255,255,49.665,18.143,14.847,19.605
1942,,290.894,255,255,255,60.522,19.363,19.129,45.013
1943,,740.457,255,255,255,101.070,38.651,24.392,137.932
1944,,502.453,255,255,255,81.815,27.186,23.532,82.127
1945,,458.378,255,255,255,80.076,27.327,21.357,77.388
1946,,343.783,255,255,255,65.740,21.445,20.411,172.372
1947,,590.602,255,255,255,88.473,31.146,24.144,63.880
1948,,766.902,255,255,255,100.349,34.294,28.473,148.588
1949,,158.669,255,255,255,44.746,15.914,12.695,22.590
1950,,661.122,255,255,255,96.150,35.884,23.458,9.767
1951,,687.567,255,255,255,109.467,40.222,21.765,171.944
1952,,687.567,255,255,255,96.150,34.358,25.480,66.481
1953,,476.008,255,255,255,77.616,25.444,23.820,31.915
1954,,414.303,255,255,255,71.678,23.970,22.007,82.760
1955,,696.382,255,255,255,97.890,34.154,25.961,54.642
1956,,705.197,255,255,255,98.610,32.567,27.571,15.733
1957,,493.638,255,255,255,80.076,26.648,23.586,96.647
1958,,193.929,255,255,255,49.665,16.581,14.892,0.000
1959,,458.378,255,255,255,76.597,26.081,22.377,168.539
1960,,405.488,255,255,255,70.659,24.032,21.483,15.407
1961,,185.114,255,255,255,47.206,15.820,14.899,69.699
1962,,528.898,255,255,255,84.274,28.318,23.780,110.650
1963,,308.524,255,255,255,63.280,20.342,19.311,170.931
1964,,361.413,255,255,255,65.740,21.548,21.356,90.000
1965,,246.819,255,255,255,55.603,18.774,16.739,25.798
1966,,185.114,255,255,255,45.466,15.352,15.352,0.000
1967,,705.197,255,255,255,96.871,37.551,23.911,130.879
1968,,343.783,255,255,255,67.479,21.363,20.490,135.000
1969,,405.488,255,255,255,74.138,25.643,20.134,48.287
1970,,282.079,255,255,255,57.342,18.951,18.951,0.000
1971,,361.413,255,255,255,67.479,22.478,20.472,55.809
1972,,617.047,255,255,255,91.952,31.070,25.286,2.910
1973,,520.083,255,255,255,80.076,26.536,24.955,107.367
1974,,617.047,255,255,255,88.473,30.424,25.823,52.267
1975,,625.862,255,255,255,90.212,30.597,26.044,69.986
1976,,308.524,255,255,255,63.280,20.907,18.790,74.687
1977,,423.118,255,255,255,75.877,24.888,21.647,6.247
1978,,379.043,255,255,255,69.939,24.315,19.848,52.973
1979,,493.638,255,255,255,80.076,27.563,22.803,70.848
1980,,361.413,255,255,255,68.200,22.864,20.126,100.593
1981,,334.969,255,255,255,63.280,22.231,19.185,90.000
1982,,317.339,255,255,255,64.001,21.245,19.018,111.051
1983,,705.197,255,255,255,98.610,31.842,28.198,9.779
1984,,396.673,255,255,255,71.678,24.930,20.259,58.789
1985,,282.079,255,255,255,61.541,20.907,17.179,55.341
1986,,405.488,255,255,255,74.138,25.701,20.088,60.323
1987,,555.343,255,255,255,86.014,29.300,24.132,177.655
1988,,617.047,255,255,255,94.411,36.968,21.252,149.194
1989,,185.114,255,255,255,47.926,16.216,14.535,75.964
