R_eff,e
10.9842220566029,0.388632159623989
12.4227192654943,0.4116557310309
12.6465709677645,0.246663560092273
12.9751093322112,0.435093562951194
8.20617579699318,0.286195519763539
14.1144628656835,0.497806179810199
9.62260027391493,0.335123623376905
11.2367672166946,0.406109564837449
12.3092669279114,0.358585200437778
10.8557465216379,0.361051542924351
10.8557465216379,0.346564778855474
11.9624557412951,0.469950008645322
14.0147122817434,0.534014355655662
9.32644802366514,0.432611365044251
10.1891139270492,0.354695181407495
12.4227192654943,0.191164671767523
9.76730964381993,0.510883141460089
10.4608569248376,0.315725418176205
11.8445956332723,0.444874277046028
9.17478779544341,0.32248711067092
15.7136370704185,0.615880358493873
15.1684864142923,0.562191435356568
11.3609347823536,0.35569914562463
12.5351448175118,0.500500474713265
11.8445956332723,0.323907904387006
10.9842220566029,0.454791207885214
11.8445956332723,0.465502759657019
14.8884275583569,0.217928027955863
10.0504796388868,0.395746758768816
7.10675110939562,0.422687587085572
9.17478779544341,0.32248711067092
9.76730964381993,0.367332417293319
12.5351448175118,0.269921944509552
10.8557465216379,0.222943185123707
10.4608569248376,0.299863936435864
10.0504796388868,0.395746758768816
10.1891139270492,0.440343363563112
14.5066077555575,0.465112908546898
10.9842220566029,0.284000747500787
13.400636879256,0.337053745128383
14.0147122817434,0.452068677982709
9.32644802366514,0.484530666421251
11.6052851073256,0.270051664996154
9.47568120954043,0.399423927280541
13.7111070085504,0.484602957889356
8.37539389269942,0.330769482728116
8.86368590361803,0.328927124883176
11.3609347823536,0.3899445314255
14.7938964953027,0.557454098281755
9.62260027391493,0.418634462433556
10.5941223916204,0.414727791542775
11.6052851073256,0.544709517345405
10.0504796388868,0.27856001262659
10.9842220566029,0.282153262144903
12.7570239040857,0.240780865342485
8.70396611616147,0.242481550987384
13.8130502441217,0.271569913157003
12.0791659070133,0.34534092246785
15.0757115405496,0.482183969177649
7.10675110939562,0.338707287743886
12.3092669279114,0.314024914204632
10.3258870933735,0.37015655975263
10.8557465216379,0.26287239779934
10.3258870933735,0.346727299397023
11.1112121676923,0.27203880196311
12.4227192654943,0.347721473347971
12.1947591471035,0.324942538998484
9.32644802366514,0.233728169849402
9.62260027391493,0.468315695304735
14.5066077555575,0.586764426601398
11.1112121676923,0.401950414002348
11.4837598710354,0.42840559722319
8.20617579699318,0.31238819844136
7.10675110939562,0.338707287743886
11.7255509068454,0.314037400781357
14.5066077555575,0.310868027863207
10.1891139270492,0.448574681374201
9.76730964381993,0.527703614661421
10.9842220566029,0.284000747500787
11.6052851073256,0.258612270221863
11.3609347823536,0.476852997716628
12.0791659070133,0.620718875370012
10.3258870933735,0.37015655975263
12.3092669279114,0.508214832428125
6.90651936102302,0.206331734316271
10.8557465216379,0.346564778855474
10.8557465216379,0.331379347362145
10.4608569248376,0.284853923155154
11.8445956332723,0.33051933058211
10.5941223916204,0.489423891073702
12.6465709677645,0.542470226946777
9.17478779544341,0.32248711067092
7.85681347097768,0.303397773895955
12.6465709677645,0.439678289987266
14.4095720591172,0.757649638026224
13.295531848067,0.359733303163944
9.90990612089579,0.456531753155637
9.17478779544341,0.427675582586716
13.295531848067,0.415090994523821
12.6465709677645,0.348332679752088
12.4227192654943,0.409669798149601
13.6084001173249,0.417613155699523
10.7257321845803,0.501740990887099
8.86368590361803,0.168399943364797
13.0827888399051,0.451033763871088
14.9823621904942,0.558544822139728
8.20617579699318,0.305076768609593
9.90990612089579,0.330920179953061
12.7570239040857,0.251541036016477
11.1112121676923,0.502889356790422
14.3118784679084,0.278640602131769
14.8884275583569,0.286764869658696
10.5941223916204,0.323797516104723
11.1112121676923,0.286651948434509
10.9842220566029,0.318823014525964
14.4095720591172,0.581241476057884
12.4227192654943,0.496714323975357
9.76730964381993,0.265474583559034
13.6084001173249,0.428783178045757
9.76730964381993,0.278112761251069
11.4837598710354,0.426833541869956
11.9624557412951,0.226572918532806
6.48754239992045,0.34662295572148
10.4608569248376,0.470867511479681
11.9624557412951,0.484141213667671
14.0147122817434,0.340163305751512
11.4837598710354,0.359606241688753
13.8130502441217,0.227625726802993
15.1684864142923,0.688859983206718
10.5941223916204,0.555814440622289
10.5941223916204,0.491921924178197
11.7255509068454,0.683409490864986
11.2367672166946,0.428585786409927
9.76730964381993,0.354912875335239
10.8557465216379,0.207114482297937
6.03956977750446,0.596063038588886
10.4608569248376,0.426930972552981
11.7255509068454,0.45906823578983
7.10675110939562,0.338707287743886
10.0504796388868,0.395746758768816
12.0791659070133,0.348740661352796
